Actor,ActorID,Year,Film,Votes,Rating,FilmID
Helena Bonham Carter,nm0000307,2020,Enola Holmes,132681,6.6,tt7846844
Helena Mattsson,nm1998498,2020,Shattered MemoriesMurder in the Vineyard,300,9.9,tt10938266tt11096446
Helena Zengel,nm8023748,2020,News of the World,54032,6.8,tt6878306
Henry Cavill,nm0147147,2020,Enola Holmes,132681,6.6,tt7846844
Henry Thomas,nm0001794,2020,Dreamkatcher,1616,3.7,tt10553210
Henry Winkler,nm0001857,2020,Scoob!,20220,5.7,tt3152592
Henry Zaga,nm6723114,2020,The New Mutants,48060,5.3,tt4682266
Hero Fiennes Tiffin,nm2842005,2020,After We CollidedThe Silencing,34107,11.2,tt10362466tt7149730
Hiam Abbass,nm0007814,2020,Gaza mon amour,238,6.9,tt11692148
Hilary Jardine,nm3614878,2020,Welcome to the Circle,222,3.3,tt3918800
Hilary Swank,nm0005476,2020,The HuntFatale,78155,11.8,tt8244784tt8829830
Himesh Patel,nm2797744,2020,Tenet,323041,7.5,tt6723592
Hiroyuki Sanada,nm0760796,2020,Minamata,1295,7.8,tt9179096
Holland Roden,nm1555699,2020,No Escape,7381,5.4,tt8160834
Holland Taylor,nm0852466,2020,Bill & Ted Face the MusicTo All the Boys: P.S. I Still Love YouThe Stand In,62107,16.6,tt1086064tt9354842tt7970348
Holly Taylor,nm4111426,2020,We Still Say Grace,188,5.2,tt3408894
Holt McCallany,nm0564697,2020,Greenland,73545,6.4,tt7737786
Hong Chau,nm2186865,2020,Artemis Fowl,23711,4.2,tt3089630
Honor Kneafsey,nm4835867,2020,WolfwalkersLegacy of Lies,19676,13.1,tt5198068tt6834916
Hoon Lee,nm1229640,2020,Mulan,116927,5.6,tt4566758
Hope Davis,nm0204706,2020,Greenland,73545,6.4,tt7737786
Hugh Bonneville,nm0095017,2020,Jingle Jangle: A Christmas Journey,15634,6.5,tt7736496
Iain Armitage,nm8071137,2020,Scoob!,20220,5.7,tt3152592
Iain Glen,nm0322513,2020,Black BeautyThe Windermere ChildrenThe Racer,5420,19.4,tt8484160tt10370380tt8374436
Ian Hart,nm0001324,2020,Escape from Pretoria,25465,6.8,tt5797184
Ian McNeice,nm0573862,2020,Grizzly II: The Concert,449,3.6,tt0093119
Ian Tracey,nm0870439,2020,Endless,758,4.8,tt5723282
Ian Whyte,nm1613839,2020,The Reckoning,1087,4.6,tt9182964
Ice Cube,nm0001084,2020,The High Note,7145,6.4,tt9308382
Ice-T,nm0001384,2020,Equal Standard,186,5.4,tt8171000
Idris Elba,nm0252961,2020,Concrete Cowboy,1805,6.1,tt8846176
Ike Barinholtz,nm0054697,2020,The Hunt,73486,6.5,tt8244784
Iliza Shlesinger,nm2955597,2020,Spenser ConfidentialPieces of a WomanThe Opening Act,106190,19.4,tt8629748tt11161474tt8633748
Imelda Staunton,nm0001767,2020,Amulet,2742,4.8,tt8332802
Imogen Poots,nm1782299,2020,The FatherFrench Exit,19326,14.8,tt10272386tt10279362
Inanna Sarkis,nm5936758,2020,After We Collided,20250,5.0,tt10362466
Inde Navarrette,nm9984699,2020,Wander Darkly,776,5.8,tt8902978
India Eisley,nm2086223,2020,Dead Reckoning,424,3.8,tt4194558
Indira Varma,nm0890055,2020,The One and Only Ivan,9201,6.6,tt3661394
Indya Moore,nm8360867,2020,A Babysitter's Guide to Monster Hunting,3080,5.4,tt4844150
Ingeborga Dapkunaite,nm0200848,2020,Fairy,418,5.8,tt12235234
Ioan Gruffudd,nm0344435,2020,Ava,42637,5.4,tt8784956
Irrfan Khan,nm0451234,2020,Angrezi Medium,10995,7.3,tt8907986
Isabel May,nm8908475,2020,Run Hide Fight,14676,6.4,tt11456054
Isabelle Fuhrman,nm2265157,2020,Tape,150,4.0,tt5769790
Isabelle Huppert,nm0001376,2020,Mama Weed,1154,6.2,tt9288726
Isaiah John,nm5240153,2020,All Day and a Night,3095,5.8,tt3993886
Isaiah Washington,nm0913460,2020,Cut Throat City,1736,4.9,tt3547306
Isiah Whitlock Jr.,nm0926086,2020,I Care a LotDa 5 BloodsThe Lost Husband,128104,18.8,tt9893250tt9777644tt4257940
Isla Fisher,nm0279545,2020,GodmotheredBlithe Spirit,12405,11.5,tt11681250tt10334148
Issa Rae,nm4793987,2020,The LovebirdsThe Photograph,25866,12.1,tt8851668tt7798646
Ivan Sergei,nm0001720,2020,Break Even,791,5.4,tt9707580
Ivanna Sakhno,nm4854961,2020,Let It Snow,734,4.4,tt11272898
Ivannah-Mercedes,nm11897130,2020,Concrete Cowboy,1805,6.1,tt8846176
Ivory Aquino,nm3166756,2020,Lapsis,730,6.1,tt11540272
J.C. MacKenzie,nm0533323,2020,The Trial of the Chicago 7The HuntMost Wanted,199654,20.4,tt1070874tt8244784tt1656177
J.K. Simmons,nm0799777,2020,Palm Springs,93872,7.4,tt9484998
J.P. Manoux,nm0002262,2020,Greatland,611,5.0,tt8215480
J.R. Ramirez,nm2824707,2020,Lazy Susan,639,5.2,tt8633560
Jace Norman,nm5836557,2020,Bigfoot Family,1689,5.8,tt9204164
Jack Donnelly,nm3214649,2020,Friendsgiving,1513,4.4,tt8431078
Jack Dylan Grazer,nm6244013,2020,Don't Tell a Soul,2147,5.8,tt8046498
Jack Farthing,nm4958046,2020,Love Wedding Repeat,17923,5.5,tt5096470
Jack Griffo,nm4338976,2020,The 2nd,4288,3.8,tt11697484
Jack Huston,nm1658935,2020,Antebellum,18498,5.7,tt10065694
Jack Kesy,nm4477836,2020,Mosquito State,149,5.5,tt12789540
Jack Lowden,nm4110963,2020,CaponeKindred,17173,9.600000000000001,tt6199572tt9742392
Jack Mulhern,nm10291275,2020,Odd Man Rush,158,5.2,tt8974352
Jack O'Connell,nm1925239,2020,Little Fish,1383,6.9,tt9735470
Jacki Weaver,nm0915865,2020,The GrudgePenguin BloomStage MotherNever Too Late,28341,23.3,tt3612126tt6317656tt8364138tt9115528
Jackie Chan,nm0000329,2020,Vanguard,3335,4.7,tt9695722
Jackie Cruz,nm3117320,2020,A Nice Girl Like You,2925,5.2,tt3278540
Jackie Debatin,nm0213339,2020,The Deep Ones,123,4.5,tt11548850
Jackie Sandler,nm0864490,2020,Hubie HalloweenThe Wrong Missy,73260,10.9,tt10682266tt9619798
Jackie Tohn,nm0865626,2020,The Opening Act,765,6.1,tt8633748
Jaclyn Hales,nm4076403,2020,Retreat to Paradise,184,5.9,tt11192714
Jacob Elordi,nm8624059,2020,The Kissing Booth 2The Very Excellent Mr. Dundee2 Hearts,23424,16.4,tt9784456tt8560172tt5616176
Jacqueline McKenzie,nm0571537,2020,Miss Fisher & the Crypt of Tears,3071,6.1,tt9010738
Jacqueline Obradors,nm0005283,2020,Palm Springs,93872,7.4,tt9484998
Jacqueline Toboni,nm6452826,2020,The Stand at Paxton County,839,6.4,tt8362228
Jade Tailor,nm2466188,2020,Sinfidelity,106,5.0,tt11966138
Jaden Smith,nm1535523,2020,Impractical Jokers: The MovieLife in a Year,9700,11.7,tt9208444tt6598238
Jai Courtney,nm2541974,2020,Honest Thief100% Wolf,30532,11.7,tt1838556tt8774798
Jaime Camil,nm0131781,2020,My Boyfriend's Meds,347,4.4,tt8976664
Jaime Winstone,nm1785575,2020,Knuckledust,161,5.0,tt9109072
Jake Abel,nm1831976,2020,Son of the South,481,5.4,tt2235372
Jake Busey,nm0000998,2020,A Soldier's Revenge,437,3.7,tt9302994
Jake Hoffman,nm0388933,2020,Sister of the Groom,228,4.6,tt9222438
Jake Manley,nm4889489,2020,HolidateInfamousHotwired in Suburbia,49676,14.1,tt9866072tt7703924tt8985240
Jake McDorman,nm1416330,2020,Happiest Season,27504,6.6,tt8522006
Jake Paul,nm4777243,2020,Mainstream,151,5.3,tt9224288
Jake T. Austin,nm1545471,2020,Adverse,3018,4.6,tt8597594
Jake Weber,nm0916617,2020,Clover,244,4.3,tt7801350
James Arnold Taylor,nm0852517,2020,LEGO DC: Shazam - Magic & Monsters,734,6.3,tt12093878
James Badge Dale,nm0197647,2020,The Empty ManSafety,9720,12.7,tt5867314tt10649016
James Caan,nm0001001,2020,JL Family Ranch 2,239,5.8,tt10302982
James Callis,nm0130536,2020,Break Even,791,5.4,tt9707580
James Corden,nm0179479,2020,The PromTrolls World TourSuperintelligence,46585,17.4,tt10161886tt6587640tt7178640
James Cosmo,nm0181920,2020,Skylines,4575,4.7,tt9387250
James Cromwell,nm0000342,2020,EmperorNever Too Late,1164,11.3,tt8354752tt9115528
James D'Arcy,nm0195439,2020,Six Minutes to MidnightLX 2048,2336,10.600000000000001,tt5114840tt7400998
James Denton,nm0219835,2020,Selfie Dad,169,3.6,tt6559576
James Duval,nm0001166,2020,Beast Mode,215,3.7,tt2323912
James Fleet,nm0281424,2020,Blithe Spirit,2792,5.4,tt10334148
James Frecheville,nm3306943,2020,The Dry,3696,7.3,tt5144174
James Hong,nm0393222,2020,Beast Mode,215,3.7,tt2323912
James Lance,nm0484202,2020,Concrete Plans,373,5.2,tt10975750
James Le Gros,nm0001457,2020,Emperor,787,5.6,tt8354752
James Marsden,nm0005188,2020,Sonic the Hedgehog,94677,6.5,tt3794354
James Maslow,nm3148185,2020,My Boyfriend's Meds,347,4.4,tt8976664
James McArdle,nm4574630,2020,Ammonite,8438,6.5,tt7983894
James Norton,nm3584268,2020,Nowhere Special,202,7.9,tt11286640
James Ransone,nm0710447,2020,What We Found,371,5.1,tt7179594
James Remar,nm0001664,2020,Dead Reckoning,424,3.8,tt4194558
James Russo,nm0751638,2020,5th BoroughChronicle of a Serial KillerFinal KillA Soldier's Revenge,2015,20.9,tt8241876tt4269310tt9347750tt9302994
James Urbaniak,nm0881672,2020,Tesla,6621,5.0,tt5259822
James Van Der Beek,nm0004735,2020,Bad Hair,2337,5.6,tt4798836
Jamie Bell,nm0068260,2020,Monster Zone,639,5.4,tt8524650
Jamie Chung,nm1512166,2020,Dangerous Lies,14617,5.3,tt10183816
Jamie Demetriou,nm5857152,2020,Eurovision Song Contest: The Story of Fire Saga,76243,6.5,tt8580274
Jamie Dornan,nm1946193,2020,Trolls World TourWild Mountain Thyme,20338,11.7,tt6587640tt6842770
Jamie Foxx,nm0004937,2020,SoulProject Power,287732,14.1,tt2948372tt7550000
Jamie McShane,nm0574535,2020,Mank,50094,7.0,tt10618286
Jamil Prattis,nm12390152,2020,Concrete Cowboy,1805,6.1,tt8846176
Jane Adams,nm0011038,2020,She Dies Tomorrow,4650,5.1,tt11614912
Jane Curtin,nm0004852,2020,Godmothered,9613,6.1,tt11681250
Jane Krakowski,nm0005105,2020,The Willoughbys,13833,6.4,tt5206260
Jane Lynch,nm0528331,2020,100% Wolf,902,5.7,tt8774798
Jane Seymour,nm0005412,2020,The War with GrandpaFriendsgiving,14795,10.0,tt4532038tt8431078
Janel Parrish,nm0663546,2020,To All the Boys: P.S. I Still Love YouMighty Oak,30022,10.9,tt9354842tt8385384
Janelle Monae,nm1847117,2020,AntebellumThe Glorias,20746,11.100000000000001,tt10065694tt7435316
Janet Kidder,nm0452286,2020,Operation Christmas Drop,9284,5.8,tt13236566
Janet Montgomery,nm2857778,2020,Think Like a Dog,1180,5.1,tt5929654
Janhvi Kapoor,nm9427099,2020,Gunjan Saxena: The Kargil GirlGhost Stories,29181,9.6,tt10350626tt10230404
Janice Blue,nm11426958,2020,The Prom,22923,5.9,tt10161886
Janina Gavankar,nm1232470,2020,The Way Back,34394,6.7,tt8544498
Janine Chun-Ning Chang,nm2100867,2020,Little Big Women,1438,7.3,tt12397078
Jared Abrahamson,nm4245462,2020,The Curse of Audrey EarnshawLike a House on Fire,999,10.8,tt7157146tt10514240
Jared Harris,nm0364813,2020,Angela's Christmas Wish,1021,7.1,tt13260836
Jared Sandler,nm0761977,2020,Hubie HalloweenThe Wrong Missy,73260,10.9,tt10682266tt9619798
Jasmine Cephas Jones,nm5093499,2020,HamiltonHonest ThiefThe Photograph,94954,20.5,tt8503618tt1838556tt7798646
Jason Alexander,nm0004517,2020,My Boyfriend's MedsFaith Based,688,9.3,tt8976664tt10260692
Jason Cermak,nm2656786,2020,Mommy Is a MurdererThe Perfect Pickup,275,7.9,tt10514432tt2258724
Jason Clarke,nm0164809,2020,The Devil All the Time,99133,7.1,tt7395114
Jason Isaacs,nm0005042,2020,Scoob!Occupation: Rainfall,21327,12.4,tt3152592tt8615822
Jason Mantzoukas,nm1727621,2020,Dolittle,50409,5.6,tt6673612
Jason Mitchell,nm4207146,2020,Zola,280,5.9,tt5439812
Jason Patric,nm0000574,2020,The VanishedBecoming,8204,10.4,tt9794630tt2573372
Jason Ralph,nm4170268,2020,I'm Thinking of Ending Things,65527,6.6,tt7939766
Jason Schwartzman,nm0005403,2020,Mainstream,151,5.3,tt9224288
Jason Scott Lee,nm0001462,2020,Mulan,116927,5.6,tt4566758
Jasper Paakkonen,nm0701747,2020,Da 5 Bloods,42934,6.5,tt9777644
Javicia Leslie,nm4124560,2020,Roped,1036,5.3,tt8523028
Javier Bardem,nm0000849,2020,The Roads Not Taken,1534,5.2,tt9411866
Javier Botet,nm2306701,2020,His HouseDon't ListenMalasana 32,39699,18.1,tt8508734tt11750282tt10952782
Jay Duplass,nm0243231,2020,Horse GirlShithouse,17130,12.9,tt11388406tt11618536
Jay Hayden,nm2632545,2020,LX 2048,981,4.9,tt7400998
Jay Mohr,nm0001542,2020,Hunter's Moon,443,3.3,tt5761986
Jay Ryan,nm1216008,2020,The Furnace,385,6.7,tt10964530
Jaycie Dotin,nm4868175,2020,To All the Boys: P.S. I Still Love You,29743,6.0,tt9354842
Jayma Mays,nm1724323,2020,Bill & Ted Face the Music,31080,6.1,tt1086064
Jean Dujardin,nm0241121,2020,Delete History,1028,5.8,tt10627352
Jean Louisa Kelly,nm0446465,2020,The Call of the Wild,40272,6.8,tt7504726
Jean Reno,nm0000606,2020,Da 5 BloodsRogue CityThe DoormanWaiting for Anya,54196,23.0,tt9777644tt10127684tt6222118tt7095476
Jean Smart,nm0005443,2020,Superintelligence,6078,5.4,tt7178640
Jeanine Mason,nm3471005,2020,Christmas on the Square,2162,5.3,tt10627548
Jeanne Tripplehorn,nm0000675,2020,Ana,1272,5.8,tt6865630
Jed Rees,nm0715915,2020,"Love, Guaranteed",14183,5.5,tt11100856
Jeff Daniels,nm0001099,2020,Adam,446,6.4,tt1715344
Jeff Fahey,nm0001194,2020,Wheels of FortuneBeckman,934,9.600000000000001,tt9735976tt10989808
Jeff Garlin,nm0307531,2020,This Is the Year,102,7.4,tt8231202
Jeffrey Combs,nm0001062,2020,Unbelievable!!!!!,753,5.3,tt2180583
Jeffrey Dean Morgan,nm0604742,2020,The Postcard KillingsWalkaway Joe,7666,11.3,tt4106514tt4427800
Jeffrey Donovan,nm0232998,2020,Honest ThiefLet Him Go,42898,12.7,tt1838556tt9340860
Jeffrey Tambor,nm0001787,2020,Magic Camp,3390,6.3,tt3979300
Jeffrey Wright,nm0942482,2020,All Day and a Night,3095,5.8,tt3993886
Jemaine Clement,nm1318596,2020,I Used to Go Here,2379,5.6,tt10887902
Jemima Kirke,nm3733434,2020,Sylvie's Love,4470,6.8,tt9827834
Jemima West,nm0922136,2020,The Unfamiliar,629,4.2,tt8109470
Jena Malone,nm0540441,2020,AntebellumStardust,19395,9.7,tt10065694tt9694312
Jenifer Lewis,nm0507338,2020,Christmas on the Square,2162,5.3,tt10627548
Jenna Ortega,nm4911194,2020,The Babysitter: Killer Queen,28110,5.8,tt11024272
Jenna Ushkowitz,nm3206118,2020,1 Night in San Diego,257,3.5,tt9765226
Jennifer Blanc-Biehn,nm0004760,2020,Killer Weekend,135,2.6,tt3165282
Jennifer Carpenter,nm1358539,2020,Mortal Kombat Legends: Scorpion's Revenge,11365,7.4,tt9580138
Jennifer Coolidge,nm0177639,2020,Promising Young WomanLike a BossBobbleheads: The Movie,72942,15.2,tt9620292tt7545266tt13292206
Jennifer Freeman,nm0293439,2020,Beaus of Holly,133,5.8,tt13484446
Jennifer Hale,nm0354937,2020,LEGO DC: Shazam - Magic & Monsters,734,6.3,tt12093878
Jennifer Jason Leigh,nm0000492,2020,Possessor,20756,6.5,tt5918982
Jennifer Taylor,nm0852569,2020,Twisted Twin,102,5.3,tt12311640
Jenny Slate,nm2809577,2020,On the Rocks,24030,6.5,tt9606374
Jeremy Allen White,nm2087739,2020,The RentalViena and the Fantomes,20519,9.8,tt10003008tt3344686
Jeremy Bobb,nm2205243,2020,Funny Face,264,5.8,tt11638942
Jeremy Davidson,nm0203370,2020,Before/During/After,253,4.9,tt6393674
Jeremy Howard,nm0397386,2020,Malibu Rescue: The Next Wave,591,4.7,tt11032990
Jeremy Irons,nm0000460,2020,"Love, Weddings & Other Disasters",781,5.1,tt10235718
Jeremy London,nm0518718,2020,The Dinner Party,1910,4.6,tt10358198
Jeremy Meeks,nm6710272,2020,True to the Game 2,197,3.6,tt11237714
Jeremy Piven,nm0005315,2020,My Dad's Christmas Date,660,5.3,tt11457736
Jeremy Strong,nm0834989,2020,The Trial of the Chicago 7,123084,7.8,tt1070874
Jermaine Fowler,nm1854664,2020,The Opening Act,765,6.1,tt8633748
Jerry O'Connell,nm0005278,2020,The Secret: Dare to DreamThe F**k-It ListBallbuster,14441,14.6,tt4411584tt8145202tt8334452
Jess Salgueiro,nm3678876,2020,Come Play,8320,5.7,tt8004664
Jess Weixler,nm1422176,2020,Ava,42637,5.4,tt8784956
Jessalyn Gilsig,nm0319698,2020,Spree,5413,5.9,tt11394332
Jesse Eisenberg,nm0251986,2020,Resistance,4670,6.4,tt6914122
Jesse Hutch,nm1237948,2020,Coffee & KareemTorn: Dark Bullets,12377,10.2,tt9898858tt8386654
Jesse McCartney,nm0565366,2020,"Love, Weddings & Other Disasters",781,5.1,tt10235718
Jesse Metcalfe,nm0582462,2020,Hard Kill,7168,3.3,tt11656172
Jesse Plemons,nm0687146,2020,I'm Thinking of Ending Things,65527,6.6,tt7939766
Jessica Brown Findlay,nm3726887,2020,The Banishing,340,4.5,tt7329642
Jessica Capshaw,nm0004800,2020,Holidate,47292,6.1,tt9866072
Jessica Chaffin,nm0149560,2020,Desperados,8870,5.2,tt1545304
Jessica Chastain,nm1567113,2020,Ava,42637,5.4,tt8784956
Jessica De Gouw,nm2681284,2020,Gretel & Hansel,25445,5.4,tt9086228
Jessica Henwick,nm3725055,2020,UnderwaterLove and MonstersOn the Rocks,125930,19.3,tt5774060tt2222042tt9606374
Jessica Lowe,nm3148043,2020,The Christmas Chronicles: Part TwoDesperados,32405,11.2,tt11057644tt1545304
Jessica McNamee,nm2537621,2020,Black Water: Abyss,4039,4.5,tt7978672
Jessica Pare,nm0664175,2020,Death of a Ladies' Man,130,5.3,tt7923118
Jessica Rothe,nm1557329,2020,Valley GirlAll My Life,4064,11.600000000000001,tt1266036tt8305852
Jessica St. Clair,nm1167794,2020,Like a BossSuperintelligence,16911,10.0,tt7545266tt7178640
Jessica Szohr,nm1221906,2020,Clover,244,4.3,tt7801350
Jessica Walter,nm0910055,2020,The Mimic,111,4.4,tt5704368
Jessie Buckley,nm2976580,2020,I'm Thinking of Ending ThingsDolittleMisbehaviourThe Courier,123416,25.7,tt7939766tt6673612tt9148706tt8368512
Jessie Ennis,nm2080924,2020,SuperintelligenceValley Girl,8578,10.8,tt7178640tt1266036
Jessie T. Usher,nm1900772,2020,The BankerDangerous Lies,35441,12.6,tt6285944tt10183816
Jet Li,nm0001472,2020,Mulan,116927,5.6,tt4566758
Jharrel Jerome,nm7851611,2020,Concrete Cowboy,1805,6.1,tt8846176
Jillian Bell,nm3255459,2020,Bill & Ted Face the MusicGodmotheredCowboys,41099,17.9,tt1086064tt11681250tt6187134
Jillian Murray,nm0615050,2020,Killer Daddy Issues,104,5.2,tt10793604
Jim Beaver,nm0064769,2020,Blindfire,403,4.4,tt10103028
Jim Broadbent,nm0000980,2020,DolittleSix Minutes to MidnightThe Duke,51887,17.0,tt6673612tt5114840tt11204094
Jim Carrey,nm0000120,2020,Sonic the Hedgehog,94677,6.5,tt3794354
Jim Cummings,nm3526993,2020,The Wolf of Snow HollowThe Block Island Sound,15716,11.4,tt11140488tt8747160
Jim Gaffigan,nm0300712,2020,TeslaMost Wanted,9705,11.1,tt5259822tt1656177
Jim Parrack,nm1747924,2020,The Dark End of the Street,149,4.2,tt9552452
Jim Parsons,nm1433588,2020,The Boys in the Band,12057,6.8,tt10199914
Jim Rash,nm0711110,2020,Lazy Susan,639,5.2,tt8633560
Jimmi Simpson,nm0801051,2020,Unhinged,40942,6.0,tt10059518
Jimmy Fallon,nm0266422,2020,The Stand In,1284,4.5,tt7970348
Jimmy O. Yang,nm4497202,2020,Fantasy IslandLike a BossThe Opening Act,50203,15.6,tt0983946tt7545266tt8633748
Jimmy Smits,nm0001751,2020,The Tax Collector,9744,4.8,tt8461224
Jimmy Tatro,nm5555161,2020,The King of Staten IslandThe Wolf of Snow Hollow,54505,13.3,tt9686708tt11140488
JoBeth Williams,nm0001851,2020,What the Night Can Do,150,4.4,tt5792124
Joan Chen,nm0001040,2020,AvaTigertail,45765,11.9,tt8784956tt8902948
Joan Collins,nm0001058,2020,The Loss Adjuster,231,3.9,tt6841828
Joanna Adler,nm0012183,2020,An American Pickle,16581,5.7,tt9059704
Joanna Pacula,nm0001586,2020,Break Even,791,5.4,tt9707580
Joanna Page,nm0656215,2020,DolittleDream Horse,50567,11.6,tt6673612tt9883996
Joanna Scanlan,nm0768936,2020,After Love,153,7.3,tt10692788
Joaquim de Almeida,nm0021835,2020,FatimaThe Legion,2525,9.7,tt2197936tt8318284
Jocelin Donahue,nm2439994,2020,Browse,115,3.6,tt5580306
Joe Adler,nm3966184,2020,The Bloodhound,259,4.6,tt6920798
Joe Anderson,nm1725848,2020,The Reckoning,1087,4.6,tt9182964
Joe Cole,nm3771184,2020,One of These Days,148,5.9,tt8415728
Joe Keery,nm6564737,2020,Spree,5413,5.9,tt11394332
Joe Lando,nm0484880,2020,Friendsgiving,1513,4.4,tt8431078
Joe Manganiello,nm0542133,2020,The SleepoverArchenemy,10010,10.6,tt10888708tt11274100
Joe Pantoliano,nm0001592,2020,Bad Boys for Life,134317,6.6,tt1502397
Joe Perrino,nm0674786,2020,A New York Christmas Wedding,813,5.4,tt10768194
Joe Taslim,nm3029144,2020,The Swordsman,1800,6.8,tt7035004
Joel Courtney,nm1525807,2020,The Kissing Booth 2The Empty Man,28719,11.7,tt9784456tt5867314
Joel David Moore,nm0601376,2020,Cut Throat City,1736,4.9,tt3547306
Joel Fry,nm2181128,2020,Love Wedding RepeatSilent Night,18039,10.3,tt5096470tt9752248
Joel Kinnaman,nm1172478,2020,The Secrets We KeepBrothers by Blood,4041,10.7,tt9252488tt8368294
Joel McHale,nm0570364,2020,BeckyMortal Kombat Legends: Scorpion's Revenge,23265,13.2,tt10314450tt9580138
Joel Pierce,nm1517974,2020,Love and Monsters,36075,7.0,tt2222042
Joelle Carter,nm0141710,2020,The Big UglyShe's in Portland,1879,10.4,tt9441638tt7174660
Joely Richardson,nm0000613,2020,The TurningMy Dad's Christmas Date,10781,9.1,tt7510346tt11457736
Joey King,nm1428821,2020,The Kissing Booth 2,21771,5.8,tt9784456
Joey Lawrence,nm0005129,2020,Money PlaneHomeward,1964,5.800000000000001,tt7286966tt11766318
Johann Urb,nm1053380,2020,BreachThe Deep Ones,4989,7.5,tt9820556tt11548850
Johannes Haukur Johannesson,nm1778512,2020,Eurovision Song Contest: The Story of Fire SagaBloodshot,139196,12.2,tt8580274tt1634106
John Benjamin Hickey,nm0382632,2020,Sublet,383,7.1,tt9733388
John Billingsley,nm0082517,2020,Unbelievable!!!!!,753,5.3,tt2180583
John Carroll Lynch,nm0002253,2020,The Trial of the Chicago 7Kiss Me Before It Blows Up,123214,13.1,tt1070874tt7698982
John Cena,nm1078479,2020,Dolittle,50409,5.6,tt6673612
John Cho,nm0158626,2020,The GrudgeOver the Moon,35669,10.7,tt3612126tt7488208
John Cleese,nm0000092,2020,The Very Excellent Mr. Dundee,1091,4.9,tt8560172
John Corbett,nm0179173,2020,To All the Boys: P.S. I Still Love You,29743,6.0,tt9354842
John David Washington,nm0913475,2020,Tenet,323041,7.5,tt6723592
John DiMaggio,nm0224007,2020,Scoob!,20220,5.7,tt3152592
John Doman,nm0231283,2020,The Trial of the Chicago 7,123084,7.8,tt1070874
John Early,nm4696553,2020,Save Yourselves!,4321,5.8,tt7873348
John Gallagher Jr.,nm0302330,2020,UnderwaterCome Play,74145,11.5,tt5774060tt8004664
John Hannah,nm0001314,2020,The Intergalactic Adventures of Max CloudEnemy Lines,2379,9.2,tt9472532tt9904802
John Heffernan,nm3467387,2020,MisbehaviourThe BanishingThe Duke,6253,16.4,tt9148706tt7329642tt11204094
John Leguizamo,nm0000491,2020,The Night ClerkCritical Thinking,12113,11.9,tt7979142tt7870102
John Lynch,nm0001487,2020,The BanishingBoys from County Hell,492,10.8,tt7329642tt10262380
John Magaro,nm1910274,2020,Sylvie's Love,4470,6.8,tt9827834
